event,gender,age_group,min_age,max_age,value,points
3 Repetition Deadlift,Female,Over 62,62,100,140.0,77
3 Repetition Deadlift,Male,17-21,17,21,220.0,76
3 Repetition Deadlift,Female,17-21,17,21,150.0,76
3 Repetition Deadlift,Male,22-26,22,26,230.0,76
3 Repetition Deadlift,Female,22-26,22,26,150.0,76
3 Repetition Deadlift,Male,27-31,27,31,230.0,76
3 Repetition Deadlift,Female,27-31,27,31,150.0,76
3 Repetition Deadlift,Male,32-36,32,36,220.0,76
3 Repetition Deadlift,Female,32-36,32,36,150.0,76
3 Repetition Deadlift,Male,37-41,37,41,200.0,76
3 Repetition Deadlift,Female,37-41,37,41,150.0,76
3 Repetition Deadlift,Male,42-46,42,46,180.0,76
3 Repetition Deadlift,Female,42-46,42,46,150.0,76
3 Repetition Deadlift,Male,47-51,47,51,160.0,76
3 Repetition Deadlift,Female,47-51,47,51,150.0,76
3 Repetition Deadlift,Male,52-56,52,56,160.0,76
3 Repetition Deadlift,Female,52-56,52,56,140.0,76
3 Repetition Deadlift,Male,57-61,57,61,160.0,76
3 Repetition Deadlift,Female,57-61,57,61,140.0,76
3 Repetition Deadlift,Male,Over 62,62,100,160.0,76
3 Repetition Deadlift,Female,Over 62,62,100,140.0,76
3 Repetition Deadlift,Male,17-21,17,21,220.0,75
3 Repetition Deadlift,Female,17-21,17,21,150.0,75
3 Repetition Deadlift,Male,22-26,22,26,220.0,75
3 Repetition Deadlift,Female,22-26,22,26,150.0,75
3 Repetition Deadlift,Male,27-31,27,31,220.0,75
3 Repetition Deadlift,Female,27-31,27,31,150.0,75
3 Repetition Deadlift,Male,32-36,32,36,210.0,75
3 Repetition Deadlift,Female,32-36,32,36,150.0,75
3 Repetition Deadlift,Male,37-41,37,41,200.0,75
3 Repetition Deadlift,Female,37-41,37,41,150.0,75
3 Repetition Deadlift,Male,42-46,42,46,170.0,75
3 Repetition Deadlift,Female,42-46,42,46,150.0,75
3 Repetition Deadlift,Male,47-51,47,51,160.0,75
3 Repetition Deadlift,Female,47-51,47,51,150.0,75
3 Repetition Deadlift,Male,52-56,52,56,160.0,75
3 Repetition Deadlift,Female,52-56,52,56,140.0,75
3 Repetition Deadlift,Male,57-61,57,61,160.0,75
3 Repetition Deadlift,Female,57-61,57,61,140.0,75
3 Repetition Deadlift,Male,Over 62,62,100,160.0,75
3 Repetition Deadlift,Female,Over 62,62,100,140.0,75
3 Repetition Deadlift,Male,17-21,17,21,210.0,74
3 Repetition Deadlift,Female,17-21,17,21,150.0,74
3 Repetition Deadlift,Male,22-26,22,26,220.0,74
3 Repetition Deadlift,Female,22-26,22,26,150.0,74
3 Repetition Deadlift,Male,27-31,27,31,220.0,74
3 Repetition Deadlift,Female,27-31,27,31,150.0,74
3 Repetition Deadlift,Male,32-36,32,36,210.0,74
3 Repetition Deadlift,Female,32-36,32,36,150.0,74
3 Repetition Deadlift,Male,37-41,37,41,190.0,74
3 Repetition Deadlift,Female,37-41,37,41,150.0,74
3 Repetition Deadlift,Male,42-46,42,46,170.0,74
3 Repetition Deadlift,Female,42-46,42,46,150.0,74
3 Repetition Deadlift,Male,47-51,47,51,160.0,74
3 Repetition Deadlift,Female,47-51,47,51,150.0,74
3 Repetition Deadlift,Male,52-56,52,56,160.0,74
3 Repetition Deadlift,Female,52-56,52,56,140.0,74
3 Repetition Deadlift,Male,57-61,57,61,160.0,74
3 Repetition Deadlift,Female,57-61,57,61,140.0,74
3 Repetition Deadlift,Male,Over 62,62,100,160.0,74
3 Repetition Deadlift,Female,Over 62,62,100,140.0,74
3 Repetition Deadlift,Male,17-21,17,21,210.0,73
3 Repetition Deadlift,Female,17-21,17,21,150.0,73
3 Repetition Deadlift,Male,22-26,22,26,210.0,73
3 Repetition Deadlift,Female,22-26,22,26,150.0,73
3 Repetition Deadlift,Male,27-31,27,31,210.0,73
3 Repetition Deadlift,Female,27-31,27,31,150.0,73
3 Repetition Deadlift,Male,32-36,32,36,200.0,73
3 Repetition Deadlift,Female,32-36,32,36,150.0,73
3 Repetition Deadlift,Male,37-41,37,41,190.0,73
3 Repetition Deadlift,Female,37-41,37,41,150.0,73
3 Repetition Deadlift,Male,42-46,42,46,160.0,73
3 Repetition Deadlift,Female,42-46,42,46,150.0,73
3 Repetition Deadlift,Male,47-51,47,51,160.0,73
3 Repetition Deadlift,Female,47-51,47,51,140.0,73
3 Repetition Deadlift,Male,52-56,52,56,160.0,73
3 Repetition Deadlift,Female,52-56,52,56,140.0,73
3 Repetition Deadlift,Male,57-61,57,61,160.0,73
3 Repetition Deadlift,Female,57-61,57,61,140.0,73
3 Repetition Deadlift,Male,Over 62,62,100,160.0,73
3 Repetition Deadlift,Female,Over 62,62,100,140.0,73
3 Repetition Deadlift,Male,17-21,17,21,200.0,72
3 Repetition Deadlift,Female,17-21,17,21,150.0,72
3 Repetition Deadlift,Male,22-26,22,26,210.0,72
3 Repetition Deadlift,Female,22-26,22,26,150.0,72
3 Repetition Deadlift,Male,27-31,27,31,210.0,72
3 Repetition Deadlift,Female,27-31,27,31,150.0,72
3 Repetition Deadlift,Male,32-36,32,36,200.0,72
3 Repetition Deadlift,Female,32-36,32,36,150.0,72
3 Repetition Deadlift,Male,37-41,37,41,180.0,72
3 Repetition Deadlift,Female,37-41,37,41,150.0,72
3 Repetition Deadlift,Male,42-46,42,46,160.0,72
3 Repetition Deadlift,Female,42-46,42,46,140.0,72
3 Repetition Deadlift,Male,47-51,47,51,160.0,72
3 Repetition Deadlift,Female,47-51,47,51,140.0,72
3 Repetition Deadlift,Male,52-56,52,56,160.0,72
3 Repetition Deadlift,Female,52-56,52,56,140.0,72
3 Repetition Deadlift,Male,57-61,57,61,160.0,72
3 Repetition Deadlift,Female,57-61,57,61,140.0,72
3 Repetition Deadlift,Male,Over 62,62,100,150.0,72
3 Repetition Deadlift,Female,Over 62,62,100,130.0,72
3 Repetition Deadlift,Male,17-21,17,21,200.0,71
3 Repetition Deadlift,Female,17-21,17,21,140.0,71
3 Repetition Deadlift,Male,22-26,22,26,200.0,71
3 Repetition Deadlift,Female,22-26,22,26,140.0,71
3 Repetition Deadlift,Male,27-31,27,31,200.0,71
3 Repetition Deadlift,Female,27-31,27,31,140.0,71
3 Repetition Deadlift,Male,32-36,32,36,190.0,71
3 Repetition Deadlift,Female,32-36,32,36,140.0,71
3 Repetition Deadlift,Male,37-41,37,41,170.0,71
3 Repetition Deadlift,Female,37-41,37,41,140.0,71
3 Repetition Deadlift,Male,42-46,42,46,160.0,71
3 Repetition Deadlift,Female,42-46,42,46,140.0,71
3 Repetition Deadlift,Male,47-51,47,51,160.0,71
3 Repetition Deadlift,Female,47-51,47,51,140.0,71
3 Repetition Deadlift,Male,52-56,52,56,160.0,71
3 Repetition Deadlift,Female,52-56,52,56,140.0,71
3 Repetition Deadlift,Male,57-61,57,61,150.0,71
3 Repetition Deadlift,Female,57-61,57,61,130.0,71
3 Repetition Deadlift,Male,Over 62,62,100,150.0,71
3 Repetition Deadlift,Female,Over 62,62,100,130.0,71
3 Repetition Deadlift,Male,17-21,17,21,200.0,70
3 Repetition Deadlift,Female,17-21,17,21,140.0,70
3 Repetition Deadlift,Male,22-26,22,26,190.0,70
3 Repetition Deadlift,Female,22-26,22,26,140.0,70
3 Repetition Deadlift,Male,27-31,27,31,190.0,70
3 Repetition Deadlift,Female,27-31,27,31,140.0,70
3 Repetition Deadlift,Male,32-36,32,36,180.0,70
3 Repetition Deadlift,Female,32-36,32,36,140.0,70
3 Repetition Deadlift,Male,37-41,37,41,160.0,70
3 Repetition Deadlift,Female,37-41,37,41,140.0,70
3 Repetition Deadlift,Male,42-46,42,46,160.0,70
3 Repetition Deadlift,Female,42-46,42,46,140.0,70
3 Repetition Deadlift,Male,47-51,47,51,150.0,70
3 Repetition Deadlift,Female,47-51,47,51,140.0,70
3 Repetition Deadlift,Male,52-56,52,56,150.0,70
3 Repetition Deadlift,Female,52-56,52,56,130.0,70
3 Repetition Deadlift,Male,57-61,57,61,150.0,70
3 Repetition Deadlift,Female,57-61,57,61,130.0,70
3 Repetition Deadlift,Male,Over 62,62,100,150.0,70
3 Repetition Deadlift,Female,Over 62,62,100,130.0,70
3 Repetition Deadlift,Male,17-21,17,21,190.0,69
3 Repetition Deadlift,Female,17-21,17,21,140.0,69
3 Repetition Deadlift,Male,22-26,22,26,180.0,69
3 Repetition Deadlift,Female,22-26,22,26,140.0,69
3 Repetition Deadlift,Male,27-31,27,31,180.0,69
3 Repetition Deadlift,Female,27-31,27,31,140.0,69
3 Repetition Deadlift,Male,32-36,32,36,170.0,69
3 Repetition Deadlift,Female,32-36,32,36,140.0,69
3 Repetition Deadlift,Male,37-41,37,41,160.0,69
3 Repetition Deadlift,Female,37-41,37,41,140.0,69
3 Repetition Deadlift,Male,42-46,42,46,150.0,69
3 Repetition Deadlift,Female,42-46,42,46,140.0,69
3 Repetition Deadlift,Male,47-51,47,51,150.0,69
3 Repetition Deadlift,Female,47-51,47,51,140.0,69
3 Repetition Deadlift,Male,52-56,52,56,150.0,69
3 Repetition Deadlift,Female,52-56,52,56,130.0,69
3 Repetition Deadlift,Male,57-61,57,61,150.0,69
3 Repetition Deadlift,Female,57-61,57,61,130.0,69
3 Repetition Deadlift,Male,Over 62,62,100,150.0,69
3 Repetition Deadlift,Female,Over 62,62,100,130.0,69
3 Repetition Deadlift,Male,17-21,17,21,180.0,68
3 Repetition Deadlift,Female,17-21,17,21,140.0,68
3 Repetition Deadlift,Male,22-26,22,26,180.0,68
3 Repetition Deadlift,Female,22-26,22,26,140.0,68
3 Repetition Deadlift,Male,27-31,27,31,170.0,68
3 Repetition Deadlift,Female,27-31,27,31,140.0,68
3 Repetition Deadlift,Male,32-36,32,36,160.0,68
3 Repetition Deadlift,Female,32-36,32,36,140.0,68
3 Repetition Deadlift,Male,37-41,37,41,150.0,68
3 Repetition Deadlift,Female,37-41,37,41,140.0,68
3 Repetition Deadlift,Male,42-46,42,46,150.0,68
3 Repetition Deadlift,Female,42-46,42,46,140.0,68
3 Repetition Deadlift,Male,47-51,47,51,150.0,68
3 Repetition Deadlift,Female,47-51,47,51,140.0,68
3 Repetition Deadlift,Male,52-56,52,56,150.0,68
3 Repetition Deadlift,Female,52-56,52,56,130.0,68
3 Repetition Deadlift,Male,57-61,57,61,150.0,68
3 Repetition Deadlift,Female,57-61,57,61,130.0,68
3 Repetition Deadlift,Male,Over 62,62,100,150.0,68
3 Repetition Deadlift,Female,Over 62,62,100,130.0,68
3 Repetition Deadlift,Male,17-21,17,21,170.0,67
3 Repetition Deadlift,Female,17-21,17,21,140.0,67
3 Repetition Deadlift,Male,22-26,22,26,170.0,67
3 Repetition Deadlift,Female,22-26,22,26,140.0,67
3 Repetition Deadlift,Male,27-31,27,31,170.0,67
3 Repetition Deadlift,Female,27-31,27,31,140.0,67
3 Repetition Deadlift,Male,32-36,32,36,160.0,67
3 Repetition Deadlift,Female,32-36,32,36,140.0,67
3 Repetition Deadlift,Male,37-41,37,41,150.0,67
3 Repetition Deadlift,Female,37-41,37,41,140.0,67
3 Repetition Deadlift,Male,42-46,42,46,150.0,67
3 Repetition Deadlift,Female,42-46,42,46,140.0,67
3 Repetition Deadlift,Male,47-51,47,51,150.0,67
3 Repetition Deadlift,Female,47-51,47,51,130.0,67
3 Repetition Deadlift,Male,52-56,52,56,150.0,67
3 Repetition Deadlift,Female,52-56,52,56,130.0,67
3 Repetition Deadlift,Male,57-61,57,61,150.0,67
3 Repetition Deadlift,Female,57-61,57,61,130.0,67
3 Repetition Deadlift,Male,Over 62,62,100,150.0,67
3 Repetition Deadlift,Female,Over 62,62,100,130.0,67
3 Repetition Deadlift,Male,17-21,17,21,170.0,66
3 Repetition Deadlift,Female,17-21,17,21,140.0,66
3 Repetition Deadlift,Male,22-26,22,26,170.0,66
3 Repetition Deadlift,Female,22-26,22,26,140.0,66
3 Repetition Deadlift,Male,27-31,27,31,170.0,66
3 Repetition Deadlift,Female,27-31,27,31,140.0,66
3 Repetition Deadlift,Male,32-36,32,36,150.0,66
3 Repetition Deadlift,Female,32-36,32,36,140.0,66
3 Repetition Deadlift,Male,37-41,37,41,150.0,66
3 Repetition Deadlift,Female,37-41,37,41,140.0,66
3 Repetition Deadlift,Male,42-46,42,46,150.0,66
3 Repetition Deadlift,Female,42-46,42,46,140.0,66
3 Repetition Deadlift,Male,47-51,47,51,150.0,66
3 Repetition Deadlift,Female,47-51,47,51,130.0,66
3 Repetition Deadlift,Male,52-56,52,56,150.0,66
3 Repetition Deadlift,Female,52-56,52,56,130.0,66
3 Repetition Deadlift,Male,57-61,57,61,150.0,66
3 Repetition Deadlift,Female,57-61,57,61,130.0,66
3 Repetition Deadlift,Male,Over 62,62,100,150.0,66
3 Repetition Deadlift,Female,Over 62,62,100,130.0,66
3 Repetition Deadlift,Male,17-21,17,21,170.0,65
3 Repetition Deadlift,Female,17-21,17,21,140.0,65
3 Repetition Deadlift,Male,22-26,22,26,160.0,65
3 Repetition Deadlift,Female,22-26,22,26,140.0,65
3 Repetition Deadlift,Male,27-31,27,31,160.0,65
3 Repetition Deadlift,Female,27-31,27,31,140.0,65
3 Repetition Deadlift,Male,32-36,32,36,150.0,65
3 Repetition Deadlift,Female,32-36,32,36,140.0,65
3 Repetition Deadlift,Male,37-41,37,41,150.0,65
3 Repetition Deadlift,Female,37-41,37,41,130.0,65
3 Repetition Deadlift,Male,42-46,42,46,150.0,65
3 Repetition Deadlift,Female,42-46,42,46,130.0,65
3 Repetition Deadlift,Male,47-51,47,51,150.0,65
3 Repetition Deadlift,Female,47-51,47,51,130.0,65
3 Repetition Deadlift,Male,52-56,52,56,150.0,65
3 Repetition Deadlift,Female,52-56,52,56,130.0,65
3 Repetition Deadlift,Male,57-61,57,61,150.0,65
3 Repetition Deadlift,Female,57-61,57,61,130.0,65
3 Repetition Deadlift,Male,Over 62,62,100,150.0,65
3 Repetition Deadlift,Female,Over 62,62,100,130.0,65
3 Repetition Deadlift,Male,17-21,17,21,160.0,64
3 Repetition Deadlift,Female,17-21,17,21,130.0,64
3 Repetition Deadlift,Male,22-26,22,26,160.0,64
3 Repetition Deadlift,Female,22-26,22,26,130.0,64
3 Repetition Deadlift,Male,27-31,27,31,160.0,64
3 Repetition Deadlift,Female,27-31,27,31,130.0,64
3 Repetition Deadlift,Male,32-36,32,36,150.0,64
3 Repetition Deadlift,Female,32-36,32,36,130.0,64
3 Repetition Deadlift,Male,37-41,37,41,150.0,64
3 Repetition Deadlift,Female,37-41,37,41,130.0,64
3 Repetition Deadlift,Male,42-46,42,46,150.0,64
3 Repetition Deadlift,Female,42-46,42,46,130.0,64
3 Repetition Deadlift,Male,47-51,47,51,150.0,64
3 Repetition Deadlift,Female,47-51,47,51,130.0,64
3 Repetition Deadlift,Male,52-56,52,56,150.0,64
3 Repetition Deadlift,Female,52-56,52,56,130.0,64
3 Repetition Deadlift,Male,57-61,57,61,150.0,64
3 Repetition Deadlift,Female,57-61,57,61,130.0,64
3 Repetition Deadlift,Male,Over 62,62,100,150.0,64
3 Repetition Deadlift,Female,Over 62,62,100,130.0,64
3 Repetition Deadlift,Male,17-21,17,21,160.0,63
3 Repetition Deadlift,Female,17-21,17,21,130.0,63
3 Repetition Deadlift,Male,22-26,22,26,160.0,63
3 Repetition Deadlift,Female,22-26,22,26,130.0,63
3 Repetition Deadlift,Male,27-31,27,31,150.0,63
3 Repetition Deadlift,Female,27-31,27,31,130.0,63
3 Repetition Deadlift,Male,32-36,32,36,150.0,63
3 Repetition Deadlift,Female,32-36,32,36,130.0,63
3 Repetition Deadlift,Male,37-41,37,41,150.0,63
3 Repetition Deadlift,Female,37-41,37,41,130.0,63
3 Repetition Deadlift,Male,42-46,42,46,150.0,63
3 Repetition Deadlift,Female,42-46,42,46,130.0,63
3 Repetition Deadlift,Male,47-51,47,51,150.0,63
3 Repetition Deadlift,Female,47-51,47,51,130.0,63
3 Repetition Deadlift,Male,52-56,52,56,150.0,63
3 Repetition Deadlift,Female,52-56,52,56,130.0,63
3 Repetition Deadlift,Male,57-61,57,61,150.0,63
3 Repetition Deadlift,Female,57-61,57,61,130.0,63
3 Repetition Deadlift,Male,Over 62,62,100,150.0,63
3 Repetition Deadlift,Female,Over 62,62,100,130.0,63
3 Repetition Deadlift,Male,17-21,17,21,160.0,62
3 Repetition Deadlift,Female,17-21,17,21,130.0,62
3 Repetition Deadlift,Male,22-26,22,26,160.0,62
3 Repetition Deadlift,Female,22-26,22,26,130.0,62
3 Repetition Deadlift,Male,27-31,27,31,150.0,62
3 Repetition Deadlift,Female,27-31,27,31,130.0,62
3 Repetition Deadlift,Male,32-36,32,36,150.0,62
3 Repetition Deadlift,Female,32-36,32,36,130.0,62
3 Repetition Deadlift,Male,37-41,37,41,150.0,62
3 Repetition Deadlift,Female,37-41,37,41,130.0,62
3 Repetition Deadlift,Male,42-46,42,46,150.0,62
3 Repetition Deadlift,Female,42-46,42,46,130.0,62
3 Repetition Deadlift,Male,47-51,47,51,150.0,62
3 Repetition Deadlift,Female,47-51,47,51,130.0,62
3 Repetition Deadlift,Male,52-56,52,56,150.0,62
3 Repetition Deadlift,Female,52-56,52,56,130.0,62
3 Repetition Deadlift,Male,57-61,57,61,150.0,62
3 Repetition Deadlift,Female,57-61,57,61,130.0,62
3 Repetition Deadlift,Male,Over 62,62,100,150.0,62
3 Repetition Deadlift,Female,Over 62,62,100,130.0,62
3 Repetition Deadlift,Male,17-21,17,21,150.0,61
3 Repetition Deadlift,Female,17-21,17,21,130.0,61
3 Repetition Deadlift,Male,22-26,22,26,150.0,61
3 Repetition Deadlift,Female,22-26,22,26,130.0,61
3 Repetition Deadlift,Male,27-31,27,31,150.0,61
3 Repetition Deadlift,Female,27-31,27,31,130.0,61
3 Repetition Deadlift,Male,32-36,32,36,150.0,61
3 Repetition Deadlift,Female,32-36,32,36,130.0,61
3 Repetition Deadlift,Male,37-41,37,41,150.0,61
3 Repetition Deadlift,Female,37-41,37,41,130.0,61
3 Repetition Deadlift,Male,42-46,42,46,150.0,61
3 Repetition Deadlift,Female,42-46,42,46,130.0,61
3 Repetition Deadlift,Male,47-51,47,51,150.0,61
3 Repetition Deadlift,Female,47-51,47,51,130.0,61
3 Repetition Deadlift,Male,52-56,52,56,150.0,61
3 Repetition Deadlift,Female,52-56,52,56,130.0,61
3 Repetition Deadlift,Male,57-61,57,61,150.0,61
3 Repetition Deadlift,Female,57-61,57,61,130.0,61
3 Repetition Deadlift,Male,Over 62,62,100,150.0,61
3 Repetition Deadlift,Female,Over 62,62,100,130.0,61
3 Repetition Deadlift,Male,17-21,17,21,140.0,60
3 Repetition Deadlift,Female,17-21,17,21,120.0,60
3 Repetition Deadlift,Male,22-26,22,26,140.0,60
3 Repetition Deadlift,Female,22-26,22,26,120.0,60
3 Repetition Deadlift,Male,27-31,27,31,140.0,60
3 Repetition Deadlift,Female,27-31,27,31,120.0,60
3 Repetition Deadlift,Male,32-36,32,36,140.0,60
3 Repetition Deadlift,Female,32-36,32,36,120.0,60
3 Repetition Deadlift,Male,37-41,37,41,140.0,60
3 Repetition Deadlift,Female,37-41,37,41,120.0,60
3 Repetition Deadlift,Male,42-46,42,46,140.0,60
3 Repetition Deadlift,Female,42-46,42,46,120.0,60
3 Repetition Deadlift,Male,47-51,47,51,140.0,60
3 Repetition Deadlift,Female,47-51,47,51,120.0,60
3 Repetition Deadlift,Male,52-56,52,56,140.0,60
3 Repetition Deadlift,Female,52-56,52,56,120.0,60
3 Repetition Deadlift,Male,57-61,57,61,140.0,60
3 Repetition Deadlift,Female,57-61,57,61,120.0,60
3 Repetition Deadlift,Male,Over 62,62,100,140.0,60
3 Repetition Deadlift,Female,Over 62,62,100,120.0,60
3 Repetition Deadlift,Male,17-21,17,21,130.0,50
3 Repetition Deadlift,Female,17-21,17,21,110.0,50
3 Repetition Deadlift,Male,22-26,22,26,130.0,50
3 Repetition Deadlift,Female,22-26,22,26,110.0,50
3 Repetition Deadlift,Male,27-31,27,31,130.0,50
3 Repetition Deadlift,Female,27-31,27,31,110.0,50
3 Repetition Deadlift,Male,32-36,32,36,130.0,50
3 Repetition Deadlift,Female,32-36,32,36,110.0,50
3 Repetition Deadlift,Male,37-41,37,41,130.0,50
3 Repetition Deadlift,Female,37-41,37,41,110.0,50
3 Repetition Deadlift,Male,42-46,42,46,130.0,50
3 Repetition Deadlift,Female,42-46,42,46,110.0,50
3 Repetition Deadlift,Male,47-51,47,51,130.0,50
3 Repetition Deadlift,Female,47-51,47,51,110.0,50
3 Repetition Deadlift,Male,52-56,52,56,130.0,50
3 Repetition Deadlift,Female,52-56,52,56,110.0,50
3 Repetition Deadlift,Male,57-61,57,61,130.0,50
3 Repetition Deadlift,Female,57-61,57,61,110.0,50
3 Repetition Deadlift,Male,Over 62,62,100,130.0,50
3 Repetition Deadlift,Female,Over 62,62,100,110.0,50
3 Repetition Deadlift,Male,17-21,17,21,120.0,40
3 Repetition Deadlift,Female,17-21,17,21,100.0,40
3 Repetition Deadlift,Male,22-26,22,26,120.0,40
3 Repetition Deadlift,Female,22-26,22,26,100.0,40
3 Repetition Deadlift,Male,27-31,27,31,120.0,40
3 Repetition Deadlift,Female,27-31,27,31,100.0,40
3 Repetition Deadlift,Male,32-36,32,36,120.0,40
3 Repetition Deadlift,Female,32-36,32,36,100.0,40
3 Repetition Deadlift,Male,37-41,37,41,120.0,40
3 Repetition Deadlift,Female,37-41,37,41,100.0,40
3 Repetition Deadlift,Male,42-46,42,46,120.0,40
3 Repetition Deadlift,Female,42-46,42,46,100.0,40
3 Repetition Deadlift,Male,47-51,47,51,120.0,40
3 Repetition Deadlift,Female,47-51,47,51,100.0,40
3 Repetition Deadlift,Male,52-56,52,56,120.0,40
3 Repetition Deadlift,Female,52-56,52,56,100.0,40
3 Repetition Deadlift,Male,57-61,57,61,120.0,40
3 Repetition Deadlift,Female,57-61,57,61,100.0,40
3 Repetition Deadlift,Male,Over 62,62,100,120.0,40
3 Repetition Deadlift,Female,Over 62,62,100,100.0,40
3 Repetition Deadlift,Male,17-21,17,21,110.0,30
3 Repetition Deadlift,Female,17-21,17,21,90.0,30
3 Repetition Deadlift,Male,22-26,22,26,110.0,30
3 Repetition Deadlift,Female,22-26,22,26,90.0,30
3 Repetition Deadlift,Male,27-31,27,31,110.0,30
3 Repetition Deadlift,Female,27-31,27,31,90.0,30
3 Repetition Deadlift,Male,32-36,32,36,110.0,30
3 Repetition Deadlift,Female,32-36,32,36,90.0,30
3 Repetition Deadlift,Male,37-41,37,41,110.0,30
3 Repetition Deadlift,Female,37-41,37,41,90.0,30
3 Repetition Deadlift,Male,42-46,42,46,110.0,30
3 Repetition Deadlift,Female,42-46,42,46,90.0,30
3 Repetition Deadlift,Male,47-51,47,51,110.0,30
3 Repetition Deadlift,Female,47-51,47,51,90.0,30
3 Repetition Deadlift,Male,52-56,52,56,110.0,30
3 Repetition Deadlift,Female,52-56,52,56,90.0,30
3 Repetition Deadlift,Male,57-61,57,61,110.0,30
3 Repetition Deadlift,Female,57-61,57,61,90.0,30
3 Repetition Deadlift,Male,Over 62,62,100,110.0,30
3 Repetition Deadlift,Female,Over 62,62,100,90.0,30
3 Repetition Deadlift,Male,17-21,17,21,100.0,20
3 Repetition Deadlift,Female,17-21,17,21,80.0,20
3 Repetition Deadlift,Male,22-26,22,26,100.0,20
3 Repetition Deadlift,Female,22-26,22,26,80.0,20
3 Repetition Deadlift,Male,27-31,27,31,100.0,20
3 Repetition Deadlift,Female,27-31,27,31,80.0,20
3 Repetition Deadlift,Male,32-36,32,36,100.0,20
3 Repetition Deadlift,Female,32-36,32,36,80.0,20
3 Repetition Deadlift,Male,37-41,37,41,100.0,20
3 Repetition Deadlift,Female,37-41,37,41,80.0,20
3 Repetition Deadlift,Male,42-46,42,46,100.0,20
3 Repetition Deadlift,Female,42-46,42,46,80.0,20
3 Repetition Deadlift,Male,47-51,47,51,100.0,20
3 Repetition Deadlift,Female,47-51,47,51,80.0,20
3 Repetition Deadlift,Male,52-56,52,56,100.0,20
3 Repetition Deadlift,Female,52-56,52,56,80.0,20
3 Repetition Deadlift,Male,57-61,57,61,100.0,20
3 Repetition Deadlift,Female,57-61,57,61,80.0,20
3 Repetition Deadlift,Male,Over 62,62,100,100.0,20
3 Repetition Deadlift,Female,Over 62,62,100,80.0,20
3 Repetition Deadlift,Male,17-21,17,21,90.0,10
3 Repetition Deadlift,Female,17-21,17,21,70.0,10
3 Repetition Deadlift,Male,22-26,22,26,90.0,10
3 Repetition Deadlift,Female,22-26,22,26,70.0,10
3 Repetition Deadlift,Male,27-31,27,31,90.0,10
3 Repetition Deadlift,Female,27-31,27,31,70.0,10
3 Repetition Deadlift,Male,32-36,32,36,90.0,10
3 Repetition Deadlift,Female,32-36,32,36,70.0,10
3 Repetition Deadlift,Male,37-41,37,41,90.0,10
3 Repetition Deadlift,Female,37-41,37,41,70.0,10
3 Repetition Deadlift,Male,42-46,42,46,90.0,10
3 Repetition Deadlift,Female,42-46,42,46,70.0,10
3 Repetition Deadlift,Male,47-51,47,51,90.0,10
